,year,year_built,number_of_people,energy_star_rating,floor_area,occupant_density,operating_hours,wall_insulation_r_value,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,zip_code,city,state,climate,building_class,facility_type,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,leed_score,data_source
206,2011.0,1975.0,1424.0,59.0,1123.190209067636,2.75102100744553,45.0,15.0,13.941224806936495,12.009348352772188,22.729667704746113,56.71204493523409,1.6838631453880921,Unknown,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
207,2010.0,1962.0,4.0,58.0,1185.9626022424131,1.8796992481,168.0,11.0,11.60330642361912,11.13873650821015,15.490989145487365,103.7872534552776,2.330164060680889,Unknown,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
208,2011.0,1962.0,2.0,10.0,8981.840301573902,1.3550135501,45.0,11.0,9.700416060278327,,80.71624796741017,133.00631369466586,1.5090399947543598,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
209,2010.0,1997.0,2.0,18.0,10360.483553067399,1.1723329426,81.0,15.0,14.398638856410333,7.580714358181357,6.464319957764966,61.46987133653095,1.8129719303910494,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
210,2011.0,1997.0,5.0,57.0,4062.7952669388055,2.102607233,50.0,19.0,9.38581617006707,16.39935934557607,78.86057248753451,54.12642190127665,1.5045549579328086,56334,Glenwood,MN,6A Cold - Humid (Burlington-VT),Commercial,Warehouse - Distribution or Shipping center,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
211,2010.0,1965.0,4.0,24.0,3810.0234816127863,1.2738853503,50.0,,29.769257854440028,9.394734396107923,108.2241845859413,75.96758485712289,0.33382859036774193,56334,Glenwood,MN,6A Cold - Humid (Burlington-VT),Commercial,Warehouse - Distribution or Shipping center,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
212,2011.0,1965.0,2.0,52.0,182670.64451237186,0.6594131223,85.5,13.0,28.18041706283182,18.09737108621856,54.29589359929999,56.241403172477604,1.6315189107893868,07961,Morristown,NJ,5A Cool - Humid (Chicago-IL),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
213,2010.0,1994.0,2.0,20.0,186846.59707400322,0.7745933385,85.5,19.0,57.65345497429612,16.848656187974424,134.34450649239636,102.98253410404935,2.096207280858875,07961,Morristown,NJ,5A Cool - Humid (Chicago-IL),Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
214,2011.0,1994.0,2.0,7.0,1361.6129691403728,0.4595588235,84.0,11.0,50.02549475552147,30.232296606892973,111.74489819943143,20.769600802694335,1.0740433658383222,60620,Chicago,IL,5A Cool - Humid (Chicago-IL),Residential,Single Family - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
215,2010.0,1998.0,3.0,55.0,1465.9848656982495,1.1312217195,91.0,13.0,12.074753078763543,35.52969420730893,37.77616279957932,78.99350370080668,0.41099233741508406,60620,Chicago,IL,5A Cool - Humid (Chicago-IL),Residential,Single Family - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
216,2014.0,1998.0,4.0,48.0,115530.76241397955,1.1837821841,91.0,15.0,246.46441809732346,64.28428758379678,34.014684545549734,60.22493866667678,2.8427042552153923,Unknown,Unknown,Unknown,Unknown,Commercial,Nursing Home,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
217,2010.0,1984.0,1.0,89.0,1932.1074259949683,0.2136752137,78.0,11.0,222.09928450217012,,61.80080350343368,44.850820257982804,1.2577507859621035,32653,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
218,2011.0,1984.0,5.0,38.0,1999.5640532945804,1.7543859649,45.0,7.0,18.29989914051027,22.826751947128933,185.09951673397822,91.35560935809195,1.3875007653041007,32653,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
219,2010.0,1983.0,2.0,61.0,173314.48381126608,2.2222222222,45.0,11.0,23.355416741402028,13.757581396859269,21.11804787148858,112.4717097374018,2.527265380995316,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
220,2011.0,1983.0,2.0,29.0,3096.3365694656895,3.4843205575,63.0,13.0,31.54863791540316,,24.89801646223403,62.627179109612165,3.805518634842245,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
221,2010.0,1965.0,4.0,37.0,9590.010016713839,2.1978021978,168.0,3.0,2.3419054395765637,,75.6060276895546,44.573114993187076,0.8963636316646446,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
222,2011.0,1965.0,2.0,81.0,2980.506963331873,0.7757951901,50.0,7.0,4.956427327716762,27.677420002063613,77.92624157540152,128.3336152772802,1.84346994650644,53207,Milwaukee,WI,6A Cold - Humid (Burlington-VT),Residential,Single Family - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
223,2010.0,1969.0,1.0,41.0,73139.26444750717,0.3255208333,70.0,13.0,14.178092891956762,9.010380055398743,38.828605493504696,37.13215337474309,3.32718633582486,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
224,2011.0,1969.0,3.0,44.0,82161.90987643984,1.3227513228,71.0,7.0,13.927632060476922,11.308157346340312,32.51051110168817,69.12338863023676,1.5017216411061147,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
225,2010.0,1997.0,3.0,71.0,9683.987697387593,1.875,80.0,11.0,33.787625207427865,8.158365438159226,188.8909202453363,30.768842414502267,2.4451942587275526,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
226,2011.0,1997.0,2.0,51.0,13339.08795919624,1.2755102041,168.0,7.0,27.07497484428116,4.844016584306342,127.12833735431238,46.623537364202186,2.2768531154381173,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
227,2010.0,2008.0,2.0,26.0,69898.28472825147,0.5995203837,54.0,11.0,11.295589522730136,13.979422051326488,26.093613564056216,26.195443186809587,20.857144868133087,77842,College Station,TX,2A Hot - Humid (Houston-TX),Commercial,Retail - Big Box (> 50K sf),Unknown,Constant Volume,PTAC,Natural Gas,PTAC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
228,2010.0,1964.0,4.0,100.0,67938.81794983204,1.8518518519,54.0,11.0,39.24494536554681,,25.325736011964082,39.06866841459617,20.34541512274816,77842,College Station,TX,2A Hot - Humid (Houston-TX),Commercial,Retail - Big Box (> 50K sf),Unknown,Constant Volume,PTAC,Natural Gas,PTAC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
229,2010.0,1981.0,3.0,66.0,72268.89463197619,1.5568240789,168.0,19.0,34.54331505896114,14.112521891753746,117.8647955713488,94.70648025722194,2.548527693068061,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
230,2011.0,1981.0,4.0,13.0,49907.937797958395,1.4109347443,45.0,13.0,26.586203185617418,5.909357628379878,53.05913170980865,155.14875835990065,2.234435196612094,Unknown,Unknown,Unknown,Unknown,Commercial,Grocery store or food market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
231,2010.0,1976.0,1.0,12.0,2335.0020226964393,1.1111111111,90.0,11.0,73.63066015757649,20.6445082116194,37.528961828661004,62.329563751486376,1.9606135365769708,Unknown,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
232,2011.0,1976.0,20.0,77.0,2227.3206678991532,2.0,91.0,11.0,71.95703195072952,21.368199221330507,33.81909222728229,75.11448741473995,0.8256205344572481,Unknown,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
233,2010.0,1979.0,5.0,77.0,11462.687539271,5.4112554113,91.0,11.0,9.614755918645487,20.68331653539943,28.99375253888352,39.1842213392019,0.9863220905535451,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Medical non diagnostic,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
234,2010.0,1906.0,77.0,62.0,65329.967218042126,1.8066635382449554,54.0,7.0,30.79594208552741,12.487782826165507,42.78634655998442,55.473540448818554,1.287104136262218,Unknown,Unknown,Unknown,Unknown,Commercial,Grocery store or food market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
235,2010.0,1979.0,77.0,29.0,21489.77508314741,1.8066635382449554,66.0,7.0,12.332472418793028,50.9039702988321,31.620224664267646,17.999124665562707,2.60133735889733,Unknown,Unknown,Unknown,Unknown,Commercial,Warehouse - Non-refrigerated,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
236,2011.0,1979.0,4.0,50.0,510730.644346032,1.9493177388,66.0,13.0,26.727374838891368,,51.85563161290012,118.12718569967885,2.7350174172684585,98109,Seattle,WA,4C Mixed - Marine (Salem-OR),Commercial,Commercial - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
237,2010.0,1982.0,2.0,9.0,485150.4670492544,1.0101010101,168.0,11.0,45.20813845370079,28.289840705129794,45.474582953082745,95.25341734857709,1.7608772331159954,98109,Seattle,WA,4C Mixed - Marine (Salem-OR),Commercial,Commercial - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
238,2011.0,1982.0,2.0,82.0,5223.378899369874,2.9585798817,168.0,13.0,8.879926718610111,27.119571391566147,66.96917952493493,42.20826082398522,1.1427827052228599,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
239,2010.0,1984.0,3.0,82.0,31248.91666040505,1.0277492292,51.75,11.0,11.81932163170183,,27.819759153724984,113.65496194138957,1.3635409381308192,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
240,2011.0,1984.0,1.0,28.0,11086.090533981307,0.2596053998,51.75,19.0,40.01695500776112,16.72117667873411,24.505487306513764,34.11568267471457,3.34570843206615,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
241,2010.0,1955.0,2.0,93.0,92120.07983049228,1.1904761905,100.0,13.0,9.762308211643381,14.790391192479138,30.492061459037707,26.46407840267295,2.001921218939193,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
242,2010.0,1928.0,5.0,,27834.1826916235,2.0,168.0,13.0,16.328494253456874,20.344764449572793,33.845152853805295,86.74744387907174,1.6859230701734274,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
243,2012.0,1928.0,4.0,41.0,4111.160781413203,5.1948051948,168.0,11.0,10.531761729653812,25.776514524978513,99.3641654557493,73.65569056924546,1.5087612728303792,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
244,2010.0,1986.0,1.0,100.0,104794.30628715621,0.4340277778,105.0,7.0,26.7658929144741,22.580972054682665,26.122285089125693,78.87406619018712,1.918340570352862,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
245,2011.0,1986.0,35.0,19.0,414479.30612443574,2.2983976884686106,49.0,13.0,16.63944374734537,5.377766379301159,50.947933998042764,21.571908980618723,1.3127723512863514,Unknown,Unknown,Unknown,Unknown,Commercial,Public Safety - Courthouse,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
246,2010.0,2004.0,4.0,78.0,7783.29904554971,0.5837711617046117,49.0,11.0,16.470973697650688,15.484507264119443,44.686086843904626,94.82687002201821,4.691110258270064,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
247,2011.0,2004.0,2.0,78.0,46592.680472509055,0.496031746,168.0,3.0,7.7349125683697935,23.458327237200134,124.11959945756905,34.32981009546375,2.456640318193239,98108,Seattle,WA,4C Mixed - Marine (Salem-OR),Commercial,Warehouse - Non-refrigerated,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
248,2010.0,1990.0,1.0,61.0,43540.41913559996,1.1350737798,98.0,19.0,11.518554658682005,12.299631517724032,138.6121772765981,66.47616851619532,3.0661052649034697,98108,Seattle,WA,4C Mixed - Marine (Salem-OR),Commercial,Warehouse - Non-refrigerated,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
249,2011.0,1990.0,4.0,99.0,1754.9523472605615,0.9739469199,98.0,13.0,23.005819817016928,0.5978325243963152,40.18441365251508,38.33556307737813,1.5108615048174028,32608,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
250,2010.0,1995.0,3.0,99.0,1775.7079556996293,1.733102253,48.0,13.0,29.223254619722656,9.567275259138652,235.9570148408443,106.89386716250893,2.3573341788308384,32608,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
251,2011.0,1995.0,4.0,74.0,1259.755008728329,0.7716049383,48.0,13.0,7.119312243226429,10.71754159540604,75.58817131096282,59.351556054208416,1.9951958590928076,32609,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
252,2010.0,1982.0,185.0,41.0,1303.205379864299,4.003549092168193,60.0,11.0,8.171952650625158,15.028292958184561,101.54804567323177,35.48095272221421,1.233959514065213,32609,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
253,2011.0,1982.0,2.0,99.0,93631.8989032317,1.287001287,75.0,7.0,14.888858978360949,54.87711710079032,81.60107993156443,30.651001244173273,1.5860516064403283,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
254,2010.0,1969.0,3.0,99.0,1751.8335983563873,2.9850746269,75.0,11.0,15.088764670979087,7.460637147383323,66.00374195347749,28.341562223058617,4.2676001613738785,32605,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
255,2011.0,1969.0,16.0,78.0,1706.9568982386645,1.2838000481425018,80.0,11.0,27.915491243365604,11.673415653760262,32.06746801898823,52.14078446907898,1.1223333018593709,32605,Gainesville,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
256,2010.0,1978.0,16.0,11.0,37191.32871602952,1.2838000481425018,92.0,3.0,10.736914127705436,23.72886748911119,40.89700489203973,35.382244667487576,1.5282706232921914,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
257,2011.0,1978.0,1.0,10.0,11045.982523217766,0.3538570418,82.0,21.0,5.0906028842526485,33.60265512821484,102.5265738138175,54.93646249728728,3.245450976574048,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
258,2010.0,1996.0,80.0,20.0,1958.5876581697441,1.6160963193406328,82.0,13.0,7.865976099566774,16.55986083190807,66.83656535273852,65.42665438581167,1.2475513817172883,21104,Marriottsville,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
259,2011.0,1996.0,1486.0,65.0,1964.6517032646136,2.741282684169554,77.0,7.0,5.334082968881548,10.296678188826263,33.502454451975495,5.907947815405521,11.088216875266871,21104,Marriottsville,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
260,2010.0,1977.0,1486.0,82.0,5202.904748004151,2.741282684169554,35.0,19.0,9.51359170541332,20.051568878392466,46.46224477462673,7.083142282809474,7.574263724997556,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
261,2011.0,1977.0,5.0,63.0,161744.1797468505,1.3766519824,35.0,7.0,26.652335042665573,6.847912379295346,39.25768347279344,45.10934968702985,1.2885267126567,Unknown,Unknown,Unknown,Unknown,Commercial,Warehouse - Non-refrigerated,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
262,2010.0,1995.0,596.0,34.0,1494.655256191854,2.6286309067012446,55.0,3.0,8.596777598431657,24.485542474502346,66.92908893165888,50.67420771051638,1.1541891467568988,32615,Alachua,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
263,2011.0,1995.0,596.0,57.0,1605.1475897052353,2.6286309067012446,55.0,11.0,9.399534164214439,22.395348765447242,46.47466736568628,87.59758175180494,0.45206178262058067,32615,Alachua,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
264,2010.0,1996.0,2.0,94.0,62515.21052115051,0.5468963631,168.0,11.0,11.566358495294747,15.428354975314877,37.92358285224011,59.36150389776481,1.3114892381482843,97203,Portland,OR,4C Mixed - Marine (Salem-OR),Commercial,Education - Elementary or middle school,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
265,2011.0,1996.0,3.0,42.0,66313.49970272799,2.3771790808,168.0,11.0,26.526788298653894,16.252363304079534,48.336108945298854,45.322977450438565,3.175218402475583,97203,Portland,OR,4C Mixed - Marine (Salem-OR),Commercial,Education - Elementary or middle school,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
266,2010.0,1978.0,1.0,2.0,159050.5205850963,0.2136752137,168.0,,14.148496837589105,20.977513200508017,39.7128138737668,87.63688428696342,1.8541924082521788,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
267,2011.0,1978.0,6.0,76.0,39556.1054502989,5.1546391753,168.0,11.0,17.451234221818357,23.591940900496958,61.74141703098996,36.43495563714338,1.4508218292814459,Unknown,Unknown,Unknown,Unknown,Commercial,Grocery store or food market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Labeled,Unknown,Anonymous
268,2010.0,1988.0,1.0,66.0,290275.92542764585,1.2886597938,140.0,,28.12781151084426,32.40824903216954,44.13518630648149,26.616814759294705,4.027123676091505,Unknown,Unknown,Unknown,Unknown,Commercial,Education - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
269,2011.0,1988.0,6.0,50.0,39893.98290453815,4.1666666667,140.0,13.0,8.778889847429253,43.384155690222016,33.26637502728563,117.23858791161805,0.5121627680373604,Unknown,Unknown,Unknown,Unknown,Commercial,Grocery store or food market,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
270,2010.0,1961.0,2.0,92.0,1522.7683914015136,0.6920415225,70.0,11.0,13.995939141012329,22.002927464948193,64.72909022055275,36.488868084180524,1.3367108197052349,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
271,2011.0,1961.0,7.0,92.0,1746.245974629299,1.8004115226,70.0,11.0,6.690760065843406,15.903528466600125,196.45021046284666,36.844976825606786,1.7482570449546604,20784,Hyattsville,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
272,2010.0,1942.0,2.0,28.0,1768.5002682682432,0.5418585749,168.0,7.0,7.162811914769138,11.574756048979031,177.9641372282076,61.56658623976857,5.05232727971546,20784,Hyattsville,MD,4A Mixed - Humid (Baltimore-MD),Commercial,Food Service - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anonymous
273,2011.0,1942.0,1.0,87.0,6023.789466056011,0.9920634921,168.0,15.0,4.166663660507815,19.892461850199087,164.76727123001444,47.40747932398919,1.0316366221200846,Unknown,Unknown,Unknown,Unknown,Commercial,Retail - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
274,2010.0,1963.0,1.0,8.0,64867.80626915877,0.6775067751,168.0,7.0,10.695763268839722,10.275024896893282,22.278761454039074,52.9409683769891,1.7462821857232265,Unknown,Unknown,Unknown,Unknown,Commercial,Nursing Home,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
275,2011.0,1963.0,2.0,1.0,17586.67550639816,1.4814814815,144.0,13.0,25.475013887129805,16.91380882554175,17.949412498648435,57.36879956830575,2.0229716903641344,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Uncategorized,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
276,2010.0,1970.0,4.0,83.0,1536.0836090191524,2.8571428571,144.0,11.0,10.280590624111227,,106.98439349683507,82.2629724618984,2.4542918935123845,Unknown,Unknown,Unknown,Unknown,Commercial,Office - Bank or other financial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Labeled,Unknown,Anonymous
277,2011.0,1970.0,2.0,90.0,3038.5874305735692,0.7407407407,79.0,11.0,7.476302912572917,8.814996555650383,70.60502352869845,49.90687656181042,2.793532071206465,32669,Newberry,FL,2A Hot - Humid (Houston-TX),Residential,Residential - Unknown,Unknown,Unknown,Unknown,Unknown,Central Air Conditioning,Unknown,Asphalt/fiberglass/other shingles,Unknown,Unknown,Unknown,Unknown,Gainesville Green
